L 152e24,4 hit 
L 152e28,4 hit 
L 152e2c,4 hit 
L 152f34,4 hit 
L 152f38,4 hit 
L 153044,4 hit 
L 152f2c,4 hit 
S 152e24,4 hit 
L 153038,4 hit 
S 152e28,4 hit 
L 153144,4 hit 
S 152e2c,4 hit 
L 15303c,4 hit 
S 152f34,4 hit 
L 153148,4 hit 
S 152f38,4 hit 
L 15314c,4 hit 
S 153044,4 hit 
S 152f2c,4 hit 
S 153038,4 hit 
S 153144,4 hit 
S 15303c,4 hit 
S 153148,4 hit 
S 15314c,4 hit 
L 1529e4,4 hit 
L 1529e8,4 hit 
L 1529ec,4 hit 
L 152af4,4 hit 
L 152af8,4 hit 
L 152c04,4 hit 
L 152aec,4 hit 
S 1529e4,4 hit 
L 152bf8,4 hit 
S 1529e8,4 hit 
L 152d04,4 hit 
S 1529ec,4 hit 
L 152bfc,4 hit 
S 152af4,4 hit 
L 152d08,4 hit 
S 152af8,4 hit 
L 152d0c,4 hit 
S 152c04,4 hit 
S 152aec,4 hit 
S 152bf8,4 hit 
S 152d04,4 hit 
S 152bfc,4 hit 
S 152d08,4 hit 
S 152d0c,4 hit 
L 1529f4,4 hit 
L 1529f8,4 hit 
L 1529fc,4 hit 
L 152b04,4 miss eviction 
L 152b08,4 hit 
L 152c14,4 hit 
L 152afc,4 hit 
S 1529f4,4 hit 
L 152c08,4 hit 
S 1529f8,4 hit 
L 152d14,4 hit 
S 1529fc,4 hit 
L 152c0c,4 hit 
S 152b04,4 hit 
L 152d18,4 hit 
S 152b08,4 hit 
L 152d1c,4 hit 
S 152c14,4 hit 
S 152afc,4 hit 
S 152c08,4 hit 
S 152d14,4 hit 
S 152c0c,4 hit 
S 152d18,4 hit 
S 152d1c,4 hit 
L 1118c0,4 miss eviction 
S 153240,4 miss eviction 
L 1118c4,4 hit 
S 153244,4 hit 
L 1118c8,4 hit 
S 153248,4 hit 
L 1118cc,4 hit 
S 15324c,4 hit 
L 1118d0,4 hit 
L 1118d4,4 hit 
L 1118d8,4 hit 
L 1118dc,4 hit 
L 111c90,4 hit 
S 153250,4 hit 
L 111c94,4 hit 
S 153254,4 hit 
L 111c98,4 hit 
S 153258,4 hit 
L 111c9c,4 hit 
S 15325c,4 hit 
S 153670,4 miss eviction 
S 153674,4 hit 
S 153678,4 hit 
S 15367c,4 hit 
L 111ca0,4 miss eviction 
S 153680,4 miss eviction 
L 111ca4,4 hit 
S 153684,4 hit 
L 111ca8,4 hit 
S 153688,4 hit 
L 111cac,4 hit 
S 15368c,4 hit 
L 1119b4,4 hit 
S 15334c,4 miss eviction 
L 1119b8,4 hit 
S 153350,4 hit 
L 1119bc,4 hit 
S 153354,4 hit 
L 1119c0,4 miss eviction 
S 153358,4 hit 
L 1119c4,4 hit 
L 1119c8,4 hit 
L 1119cc,4 hit 
L 1119d0,4 hit 
L 111d84,4 hit 
S 15335c,4 hit 
L 111d88,4 hit 
S 153360,4 miss eviction 
L 111d8c,4 hit 
S 153364,4 hit 
L 111d90,4 hit 
S 153368,4 hit 
S 15377c,4 miss eviction 
S 153780,4 miss eviction 
S 153784,4 hit 
S 153788,4 hit 
L 111d94,4 hit 
S 15378c,4 hit 
L 111d98,4 hit 
S 153790,4 hit 
L 111d9c,4 hit 
S 153794,4 hit 
L 111da0,4 miss eviction 
S 153798,4 hit 
L 111aa8,4 hit 
S 153458,4 miss eviction 
L 111aac,4 hit 
S 15345c,4 hit 
L 111ab0,4 hit 
S 153460,4 miss eviction 
L 111ab4,4 hit 
S 153464,4 hit 
L 111ab8,4 hit 
L 111abc,4 hit 
L 111ac0,4 miss eviction 
L 111ac4,4 hit 
L 111e78,4 miss eviction 
S 153468,4 hit 
L 111e7c,4 hit 
S 15346c,4 hit 
L 111e80,4 miss eviction 
S 153470,4 hit 
L 111e84,4 hit 
S 153474,4 hit 
S 153888,4 miss eviction 
S 15388c,4 hit 
S 153890,4 hit 
S 153894,4 hit 
L 111e88,4 hit 
S 153898,4 hit 
L 111e8c,4 hit 
S 15389c,4 hit 
L 111e90,4 hit 
S 1538a0,4 miss eviction 
L 111e94,4 hit 
S 1538a4,4 hit 
L 111b9c,4 miss eviction 
S 153564,4 miss eviction 
L 111ba0,4 miss eviction 
S 153568,4 hit 
L 111ba4,4 hit 
S 15356c,4 hit 
L 111ba8,4 hit 
S 153570,4 hit 
L 111bac,4 hit 
L 111bb0,4 hit 
L 111bb4,4 hit 
L 111bb8,4 hit 
L 111f6c,4 miss eviction 
S 153574,4 hit 
L 111f70,4 hit 
S 153578,4 hit 
L 111f74,4 hit 
S 15357c,4 hit 
L 111f78,4 hit 
S 153580,4 miss eviction 
S 153994,4 miss eviction 
S 153998,4 hit 
S 15399c,4 hit 
S 1539a0,4 miss eviction 
L 111f7c,4 hit 
S 1539a4,4 hit 
L 111f80,4 miss eviction 
S 1539a8,4 hit 
L 111f84,4 hit 
S 1539ac,4 hit 
L 111f88,4 hit 
S 1539b0,4 hit 
L 153674,4 miss eviction 
L 153678,4 hit 
L 15367c,4 hit 
L 153784,4 miss eviction 
L 153788,4 hit 
L 153894,4 hit 
L 15377c,4 miss eviction 
S 153674,4 hit 
L 153888,4 hit 
S 153678,4 hit 
L 153994,4 hit 
S 15367c,4 hit 
L 15388c,4 hit 
S 153784,4 hit 
L 153998,4 hit 
S 153788,4 hit 
L 15399c,4 hit 
S 153894,4 hit 
S 15377c,4 hit 
S 153888,4 hit 
S 153994,4 hit 
S 15388c,4 hit 
S 153998,4 hit 
S 15399c,4 hit 
L 153684,4 miss eviction 
L 153688,4 hit 
L 15368c,4 hit 
L 153794,4 hit 
L 153798,4 hit 
L 1538a4,4 hit 
L 15378c,4 hit 
S 153684,4 hit 
L 153898,4 hit 
S 153688,4 hit 
L 1539a4,4 hit 
S 15368c,4 hit 
L 15389c,4 hit 
S 153794,4 hit 
L 1539a8,4 hit 
S 153798,4 hit 
L 1539ac,4 hit 
S 1538a4,4 hit 
S 15378c,4 hit 
S 153898,4 hit 
S 1539a4,4 hit 
S 15389c,4 hit 
S 1539a8,4 hit 
S 1539ac,4 hit 
L 153244,4 hit 
L 153248,4 hit 
L 15324c,4 hit 
L 153354,4 hit 
L 153358,4 hit 
L 153464,4 hit 
L 15334c,4 hit 
S 153244,4 hit 
L 153458,4 hit 
S 153248,4 hit 
L 153564,4 hit 
S 15324c,4 hit 
L 15345c,4 hit 
S 153354,4 hit 
L 153568,4 hit 
S 153358,4 hit 
L 15356c,4 hit 
S 153464,4 hit 
S 15334c,4 hit 
S 153458,4 hit 
S 153564,4 hit 
S 15345c,4 hit 
S 153568,4 hit 
S 15356c,4 hit 
L 153254,4 hit 
L 153258,4 hit 
L 15325c,4 hit 
L 153364,4 miss eviction 
L 153368,4 hit 
L 153474,4 hit 
L 15335c,4 hit 
S 153254,4 hit 
L 153468,4 hit 
S 153258,4 hit 
L 153574,4 hit 
S 15325c,4 hit 
L 15346c,4 hit 
S 153364,4 hit 
L 153578,4 hit 
S 153368,4 hit 
L 15357c,4 hit 
S 153474,4 hit 
S 15335c,4 hit 
S 153468,4 hit 
S 153574,4 hit 
S 15346c,4 hit 
S 153578,4 hit 
S 15357c,4 hit 
L 1118e0,4 miss eviction 
S 153aa0,4 miss eviction 
L 1118e4,4 hit 
S 153aa4,4 hit 
L 1118e8,4 hit 
S 153aa8,4 hit 
L 1118ec,4 hit 
S 153aac,4 hit 
L 1118f0,4 hit 
L 1118f4,4 hit 
L 1118f8,4 hit 
L 1118fc,4 hit 
L 111cb0,4 miss eviction 
S 153ab0,4 hit 
L 111cb4,4 hit 
S 153ab4,4 hit 
L 111cb8,4 hit 
S 153ab8,4 hit 
L 111cbc,4 hit 
S 153abc,4 hit 
S 153ed0,4 miss eviction 
S 153ed4,4 hit 
S 153ed8,4 hit 
S 153edc,4 hit 
L 111cc0,4 miss eviction 
S 153ee0,4 miss eviction 
L 111cc4,4 hit 
S 153ee4,4 hit 
L 111cc8,4 hit 
S 153ee8,4 hit 
L 111ccc,4 hit 
S 153eec,4 hit 
L 1119d4,4 hit 
S 153bac,4 miss eviction 
L 1119d8,4 hit 
S 153bb0,4 hit 
L 1119dc,4 hit 
S 153bb4,4 hit 
L 1119e0,4 miss eviction 
S 153bb8,4 hit 
L 1119e4,4 hit 
L 1119e8,4 hit 
L 1119ec,4 hit 
L 1119f0,4 hit 
L 111da4,4 miss eviction 
S 153bbc,4 hit 
L 111da8,4 hit 
S 153bc0,4 miss eviction 
L 111dac,4 hit 
S 153bc4,4 hit 
L 111db0,4 hit 
S 153bc8,4 hit 
S 153fdc,4 miss eviction 
S 153fe0,4 miss eviction 
S 153fe4,4 hit 
S 153fe8,4 hit 
L 111db4,4 hit 
S 153fec,4 hit 
L 111db8,4 hit 
S 153ff0,4 hit 
L 111dbc,4 hit 
S 153ff4,4 hit 
L 111dc0,4 miss eviction 
S 153ff8,4 hit 
L 111ac8,4 miss eviction 
S 153cb8,4 miss eviction 
L 111acc,4 hit 
S 153cbc,4 hit 
L 111ad0,4 hit 
S 153cc0,4 miss eviction 
L 111ad4,4 hit 
S 153cc4,4 hit 
L 111ad8,4 hit 
L 111adc,4 hit 
L 111ae0,4 miss eviction 
L 111ae4,4 hit 
L 111e98,4 miss eviction 
S 153cc8,4 hit 
L 111e9c,4 hit 
S 153ccc,4 hit 
L 111ea0,4 miss eviction 
S 153cd0,4 hit 
L 111ea4,4 hit 
S 153cd4,4 hit 
S 1540e8,4 miss eviction 
S 1540ec,4 hit 
S 1540f0,4 hit 
S 1540f4,4 hit 
L 111ea8,4 hit 
S 1540f8,4 hit 
L 111eac,4 hit 
S 1540fc,4 hit 
L 111eb0,4 hit 
S 154100,4 miss eviction 
L 111eb4,4 hit 
S 154104,4 hit 
L 111bbc,4 miss eviction 
S 153dc4,4 miss eviction 
L 111bc0,4 miss eviction 
S 153dc8,4 hit 
L 111bc4,4 hit 
S 153dcc,4 hit 
L 111bc8,4 hit 
S 153dd0,4 hit 
L 111bcc,4 hit 
L 111bd0,4 hit 
L 111bd4,4 hit 
L 111bd8,4 hit 
L 111f8c,4 miss eviction 
S 153dd4,4 hit 
L 111f90,4 hit 
S 153dd8,4 hit 
L 111f94,4 hit 
S 153ddc,4 hit 
L 111f98,4 hit 
S 153de0,4 miss eviction 
S 1541f4,4 miss eviction 
S 1541f8,4 hit 
S 1541fc,4 hit 
S 154200,4 miss eviction 
L 111f9c,4 hit 
S 154204,4 hit 
L 111fa0,4 miss eviction 
S 154208,4 hit 
L 111fa4,4 hit 
S 15420c,4 hit 
L 111fa8,4 hit 
S 154210,4 hit 
L 153ed4,4 miss eviction 
L 153ed8,4 hit 
L 153edc,4 hit 
L 153fe4,4 hit 
L 153fe8,4 hit 
L 1540f4,4 hit 
L 153fdc,4 miss eviction 
S 153ed4,4 hit 
L 1540e8,4 hit 
S 153ed8,4 hit 
L 1541f4,4 hit 
S 153edc,4 hit 
L 1540ec,4 hit 
S 153fe4,4 hit 
L 1541f8,4 hit 
S 153fe8,4 hit 
L 1541fc,4 hit 
S 1540f4,4 hit 
S 153fdc,4 hit 
S 1540e8,4 hit 
S 1541f4,4 hit 
S 1540ec,4 hit 
S 1541f8,4 hit 
S 1541fc,4 hit 
L 153ee4,4 miss eviction 
L 153ee8,4 hit 
L 153eec,4 hit 
L 153ff4,4 hit 
L 153ff8,4 hit 
L 154104,4 hit 
L 153fec,4 hit 
S 153ee4,4 hit 
L 1540f8,4 hit 
S 153ee8,4 hit 
L 154204,4 hit 
S 153eec,4 hit 
L 1540fc,4 hit 
S 153ff4,4 hit 
L 154208,4 hit 
S 153ff8,4 hit 
L 15420c,4 hit 
S 154104,4 hit 
S 153fec,4 hit 
S 1540f8,4 hit 
S 154204,4 hit 
S 1540fc,4 hit 
S 154208,4 hit 
S 15420c,4 hit 
L 153aa4,4 miss eviction 
L 153aa8,4 hit 
L 153aac,4 hit 
L 153bb4,4 miss eviction 
L 153bb8,4 hit 
L 153cc4,4 hit 
L 153bac,4 hit 
S 153aa4,4 hit 
L 153cb8,4 hit 
S 153aa8,4 hit 
L 153dc4,4 hit 
S 153aac,4 hit 
L 153cbc,4 hit 
S 153bb4,4 hit 
L 153dc8,4 hit 
S 153bb8,4 hit 
L 153dcc,4 hit 
S 153cc4,4 hit 
S 153bac,4 hit 
S 153cb8,4 hit 
S 153dc4,4 hit 
S 153cbc,4 hit 
S 153dc8,4 hit 
S 153dcc,4 hit 
L 153ab4,4 hit 
L 153ab8,4 hit 
L 153abc,4 hit 
L 153bc4,4 miss eviction 
L 153bc8,4 hit 
L 153cd4,4 hit 
L 153bbc,4 hit 
S 153ab4,4 hit 
L 153cc8,4 hit 
S 153ab8,4 hit 
L 153dd4,4 hit 
S 153abc,4 hit 
L 153ccc,4 hit 
S 153bc4,4 hit 
L 153dd8,4 hit 
S 153bc8,4 hit 
L 153ddc,4 hit 
S 153cd4,4 hit 
S 153bbc,4 hit 
S 153cc8,4 hit 
S 153dd4,4 hit 
S 153ccc,4 hit 
S 153dd8,4 hit 
S 153ddc,4 hit 
L 111900,4 miss eviction 
S 154300,4 miss eviction 
L 111904,4 hit 
S 154304,4 hit 
L 111908,4 hit 
S 154308,4 hit 
L 11190c,4 hit 
S 15430c,4 hit 
L 111910,4 hit 
L 111914,4 hit 
L 111918,4 hit 
L 11191c,4 hit 
L 111cd0,4 miss eviction 
S 154310,4 hit 
L 111cd4,4 hit 
S 154314,4 hit 
L 111cd8,4 hit 
S 154318,4 hit 
L 111cdc,4 hit 
S 15431c,4 hit 
S 154730,4 miss eviction 
S 154734,4 hit 
S 154738,4 hit 
S 15473c,4 hit 
L 111ce0,4 miss eviction 
S 154740,4 miss eviction 
L 111ce4,4 hit 
S 154744,4 hit 
L 111ce8,4 hit 
S 154748,4 hit 
L 111cec,4 hit 
S 15474c,4 hit 
L 1119f4,4 miss eviction 
S 15440c,4 miss eviction 
L 1119f8,4 hit 
S 154410,4 hit 
L 1119fc,4 hit 
S 154414,4 hit 
L 111a00,4 miss eviction 
S 154418,4 hit 
L 111a04,4 hit 
L 111a08,4 hit 
L 111a0c,4 hit 
L 111a10,4 hit 
L 111dc4,4 miss eviction 
S 15441c,4 hit 
L 111dc8,4 hit 
S 154420,4 miss eviction 
L 111dcc,4 hit 
S 154424,4 hit 
L 111dd0,4 hit 
S 154428,4 hit 
S 15483c,4 miss eviction 
S 154840,4 miss eviction 
S 154844,4 hit 
S 154848,4 hit 
L 111dd4,4 hit 
S 15484c,4 hit 
L 111dd8,4 hit 
S 154850,4 hit 
L 111ddc,4 hit 
S 154854,4 hit 
L 111de0,4 miss eviction 
S 154858,4 hit 
L 111ae8,4 miss eviction 
S 154518,4 miss eviction 
L 111aec,4 hit 
S 15451c,4 hit 
L 111af0,4 hit 
S 154520,4 miss eviction 
L 111af4,4 hit 
S 154524,4 hit 
L 111af8,4 hit 
L 111afc,4 hit 
L 111b00,4 miss eviction 
L 111b04,4 hit 
L 111eb8,4 miss eviction 
S 154528,4 hit 
L 111ebc,4 hit 
S 15452c,4 hit 
L 111ec0,4 miss eviction 
S 154530,4 hit 
L 111ec4,4 hit 
S 154534,4 hit 
S 154948,4 miss eviction 
S 15494c,4 hit 
S 154950,4 hit 
S 154954,4 hit 
L 111ec8,4 hit 
S 154958,4 hit 
L 111ecc,4 hit 
S 15495c,4 hit 
L 111ed0,4 hit 
S 154960,4 miss eviction 
L 111ed4,4 hit 
S 154964,4 hit 
L 111bdc,4 miss eviction 
S 154624,4 miss eviction 
L 111be0,4 miss eviction 
S 154628,4 hit 
L 111be4,4 hit 
S 15462c,4 hit 
L 111be8,4 hit 
S 154630,4 hit 
L 111bec,4 hit 
L 111bf0,4 hit 
L 111bf4,4 hit 
L 111bf8,4 hit 
L 111fac,4 miss eviction 
S 154634,4 hit 
L 111fb0,4 hit 
S 154638,4 hit 
L 111fb4,4 hit 
S 15463c,4 hit 
L 111fb8,4 hit 
S 154640,4 miss eviction 
S 154a54,4 miss eviction 
S 154a58,4 hit 
S 154a5c,4 hit 
S 154a60,4 miss eviction 
L 111fbc,4 hit 
S 154a64,4 hit 
L 111fc0,4 miss eviction 
S 154a68,4 hit 
L 111fc4,4 hit 
S 154a6c,4 hit 
L 111fc8,4 hit 
S 154a70,4 hit 
L 154734,4 hit 
L 154738,4 hit 
L 15473c,4 hit 
L 154844,4 hit 
L 154848,4 hit 
L 154954,4 hit 
L 15483c,4 hit 
S 154734,4 hit 
L 154948,4 hit 
S 154738,4 hit 
L 154a54,4 hit 
S 15473c,4 hit 
L 15494c,4 hit 
S 154844,4 hit 
L 154a58,4 hit 
S 154848,4 hit 
L 154a5c,4 hit 
S 154954,4 hit 
S 15483c,4 hit 
S 154948,4 hit 
S 154a54,4 hit 
S 15494c,4 hit 
S 154a58,4 hit 
S 154a5c,4 hit 
L 154744,4 hit 
L 154748,4 hit 
L 15474c,4 hit 
L 154854,4 hit 
L 154858,4 hit 
L 154964,4 hit 
L 15484c,4 hit 
S 154744,4 hit 
L 154958,4 hit 
S 154748,4 hit 
L 154a64,4 hit 
S 15474c,4 hit 
L 15495c,4 hit 
S 154854,4 hit 
L 154a68,4 hit 
S 154858,4 hit 
L 154a6c,4 hit 
S 154964,4 hit 
S 15484c,4 hit 
S 154958,4 hit 
S 154a64,4 hit 
S 15495c,4 hit 
S 154a68,4 hit 
S 154a6c,4 hit 
L 154304,4 miss eviction 
L 154308,4 hit 
L 15430c,4 hit 
L 154414,4 hit 
L 154418,4 hit 
L 154524,4 hit 
L 15440c,4 hit 
S 154304,4 hit 
L 154518,4 hit 
S 154308,4 hit 
L 154624,4 hit 
S 15430c,4 hit 
L 15451c,4 hit 
S 154414,4 hit 
L 154628,4 hit 
S 154418,4 hit 
L 15462c,4 hit 
S 154524,4 hit 
S 15440c,4 hit 
S 154518,4 hit 
S 154624,4 hit 
S 15451c,4 hit 
S 154628,4 hit 
S 15462c,4 hit 
L 154314,4 hit 
L 154318,4 hit 
L 15431c,4 hit 
L 154424,4 miss eviction 
L 154428,4 hit 
L 154534,4 hit 
L 15441c,4 hit 
S 154314,4 hit 
L 154528,4 hit 
S 154318,4 hit 
L 154634,4 hit 
S 15431c,4 hit 
L 15452c,4 hit 
S 154424,4 hit 
L 154638,4 hit 
S 154428,4 hit 
L 15463c,4 hit 
S 154534,4 hit 
S 15441c,4 hit 
S 154528,4 hit 
S 154634,4 hit 
S 15452c,4 hit 
S 154638,4 hit 
S 15463c,4 hit 
L 111fe0,4 miss eviction 
S 1510e0,4 miss eviction 
L 111fe4,4 hit 
S 1510e4,4 hit 
L 111fe8,4 hit 
S 1510e8,4 hit 
L 111fec,4 hit 
S 1510ec,4 hit 
L 111ff0,4 hit 
L 111ff4,4 hit 
L 111ff8,4 hit 
L 111ffc,4 hit 
L 1123b0,4 miss eviction 
S 1510f0,4 hit 
L 1123b4,4 hit 
S 1510f4,4 hit 
L 1123b8,4 hit 
S 1510f8,4 hit 
L 1123bc,4 hit 
S 1510fc,4 hit 
S 151510,4 miss eviction 
S 151514,4 hit 
S 151518,4 hit 
S 15151c,4 hit 
L 1123c0,4 miss eviction 
S 151520,4 miss eviction 
L 1123c4,4 hit 
S 151524,4 hit 
L 1123c8,4 hit 
S 151528,4 hit 
L 1123cc,4 hit 
S 15152c,4 hit 
L 1120d4,4 miss eviction 
S 1511ec,4 miss eviction 
L 1120d8,4 hit 
S 1511f0,4 hit 
L 1120dc,4 hit 
S 1511f4,4 hit 
L 1120e0,4 miss eviction 
S 1511f8,4 hit 
L 1120e4,4 hit 
L 1120e8,4 hit 
L 1120ec,4 hit 
L 1120f0,4 hit 
L 1124a4,4 miss eviction 
S 1511fc,4 hit 
L 1124a8,4 hit 
S 151200,4 miss eviction 
L 1124ac,4 hit 
S 151204,4 hit 
L 1124b0,4 hit 
S 151208,4 hit 
S 15161c,4 miss eviction 
S 151620,4 miss eviction 
S 151624,4 hit 
S 151628,4 hit 
L 1124b4,4 hit 
S 15162c,4 hit 
L 1124b8,4 hit 
S 151630,4 hit 
L 1124bc,4 hit 
S 151634,4 hit 
L 1124c0,4 miss eviction 
S 151638,4 hit 
L 1121c8,4 miss eviction 
S 1512f8,4 miss eviction 
L 1121cc,4 hit 
S 1512fc,4 hit 
L 1121d0,4 hit 
S 151300,4 miss eviction 
L 1121d4,4 hit 
S 151304,4 hit 
L 1121d8,4 hit 
L 1121dc,4 hit 
L 1121e0,4 miss eviction 
L 1121e4,4 hit 
L 112598,4 miss eviction 
S 151308,4 hit 
L 11259c,4 hit 
S 15130c,4 hit 
L 1125a0,4 miss eviction 
S 151310,4 hit 
L 1125a4,4 hit 
S 151314,4 hit 
S 151728,4 miss eviction 
S 15172c,4 hit 
S 151730,4 hit 
S 151734,4 hit 
L 1125a8,4 hit 
S 151738,4 hit 
L 1125ac,4 hit 
S 15173c,4 hit 
L 1125b0,4 hit 
S 151740,4 miss eviction 
L 1125b4,4 hit 
S 151744,4 hit 
L 1122bc,4 miss eviction 
S 151404,4 miss eviction 
L 1122c0,4 miss eviction 
S 151408,4 hit 
L 1122c4,4 hit 
S 15140c,4 hit 
L 1122c8,4 hit 
S 151410,4 hit 
L 1122cc,4 hit 
L 1122d0,4 hit 
L 1122d4,4 hit 
L 1122d8,4 hit 
L 11268c,4 miss eviction 
S 151414,4 hit 
L 112690,4 hit 
S 151418,4 hit 
L 112694,4 hit 
S 15141c,4 hit 
L 112698,4 hit 
S 151420,4 miss eviction 
S 151834,4 miss eviction 
S 151838,4 hit 
S 15183c,4 hit 
S 151840,4 miss eviction 
L 11269c,4 hit 
S 151844,4 hit 
L 1126a0,4 miss eviction 
S 151848,4 hit 
L 1126a4,4 hit 
S 15184c,4 hit 
L 1126a8,4 hit 
S 151850,4 hit 
L 151514,4 hit 
L 151518,4 hit 
L 15151c,4 hit 
L 151624,4 hit 
L 151628,4 hit 
L 151734,4 hit 
L 15161c,4 hit 
S 151514,4 hit 
L 151728,4 hit 
S 151518,4 hit 
L 151834,4 hit 
S 15151c,4 hit 
L 15172c,4 hit 
S 151624,4 hit 
L 151838,4 hit 
S 151628,4 hit 
L 15183c,4 hit 
S 151734,4 hit 
S 15161c,4 hit 
S 151728,4 hit 
S 151834,4 hit 
S 15172c,4 hit 
S 151838,4 hit 
S 15183c,4 hit 
L 151524,4 hit 
L 151528,4 hit 
L 15152c,4 hit 
L 151634,4 hit 
L 151638,4 hit 
L 151744,4 hit 
L 15162c,4 hit 
S 151524,4 hit 
L 151738,4 hit 
S 151528,4 hit 
L 151844,4 hit 
S 15152c,4 hit 
L 15173c,4 hit 
S 151634,4 hit 
L 151848,4 hit 
S 151638,4 hit 
L 15184c,4 hit 
S 151744,4 hit 
S 15162c,4 hit 
S 151738,4 hit 
S 151844,4 hit 
S 15173c,4 hit 
S 151848,4 hit 
S 15184c,4 hit 
L 1510e4,4 miss eviction 
L 1510e8,4 hit 
L 1510ec,4 hit 
L 1511f4,4 miss eviction 
L 1511f8,4 hit 
L 151304,4 hit 
L 1511ec,4 hit 
S 1510e4,4 hit 
L 1512f8,4 hit 
S 1510e8,4 hit 
L 151404,4 hit 
S 1510ec,4 hit 
L 1512fc,4 hit 
S 1511f4,4 hit 
L 151408,4 hit 
S 1511f8,4 hit 
L 15140c,4 hit 
S 151304,4 hit 
S 1511ec,4 hit 
S 1512f8,4 hit 
S 151404,4 hit 
S 1512fc,4 hit 
S 151408,4 hit 
S 15140c,4 hit 
L 1510f4,4 hit 
L 1510f8,4 hit 
L 1510fc,4 hit 
L 151204,4 miss eviction 
L 151208,4 hit 
L 151314,4 hit 
L 1511fc,4 hit 
S 1510f4,4 hit 
L 151308,4 hit 
S 1510f8,4 hit 
L 151414,4 hit 
S 1510fc,4 hit 
L 15130c,4 hit 
S 151204,4 hit 
L 151418,4 hit 
S 151208,4 hit 
L 15141c,4 hit 
S 151314,4 hit 
S 1511fc,4 hit 
S 151308,4 hit 
S 151414,4 hit 
S 15130c,4 hit 
S 151418,4 hit 
S 15141c,4 hit 
L 112000,4 miss eviction 
S 151940,4 miss eviction 
L 112004,4 hit 
S 151944,4 hit 
L 112008,4 hit 
S 151948,4 hit 
L 11200c,4 hit 
S 15194c,4 hit 
L 112010,4 hit 
L 112014,4 hit 
L 112018,4 hit 
L 11201c,4 hit 
L 1123d0,4 hit 
S 151950,4 hit 
L 1123d4,4 hit 
S 151954,4 hit 
L 1123d8,4 hit 
S 151958,4 hit 
L 1123dc,4 hit 
S 15195c,4 hit 
S 151d70,4 miss eviction 
S 151d74,4 hit 
S 151d78,4 hit 
S 151d7c,4 hit 
L 1123e0,4 miss eviction 
S 151d80,4 miss eviction 
L 1123e4,4 hit 
S 151d84,4 hit 
L 1123e8,4 hit 
S 151d88,4 hit 
L 1123ec,4 hit 
S 151d8c,4 hit 
L 1120f4,4 miss eviction 
S 151a4c,4 miss eviction 
L 1120f8,4 hit 
S 151a50,4 hit 
L 1120fc,4 hit 
S 151a54,4 hit 
L 112100,4 miss eviction 
S 151a58,4 hit 
L 112104,4 hit 
L 112108,4 hit 
L 11210c,4 hit 
L 112110,4 hit 
L 1124c4,4 hit 
S 151a5c,4 hit 
L 1124c8,4 hit 
S 151a60,4 miss eviction 
L 1124cc,4 hit 
S 151a64,4 hit 
L 1124d0,4 hit 
S 151a68,4 hit 
S 151e7c,4 miss eviction 
S 151e80,4 miss eviction 
S 151e84,4 hit 
S 151e88,4 hit 
L 1124d4,4 hit 
S 151e8c,4 hit 
L 1124d8,4 hit 
S 151e90,4 hit 
L 1124dc,4 hit 
S 151e94,4 hit 
L 1124e0,4 miss eviction 
S 151e98,4 hit 
L 1121e8,4 miss eviction 
S 151b58,4 miss eviction 
L 1121ec,4 hit 
S 151b5c,4 hit 
L 1121f0,4 hit 
S 151b60,4 miss eviction 
L 1121f4,4 hit 
S 151b64,4 hit 
L 1121f8,4 hit 
L 1121fc,4 hit 
L 112200,4 miss eviction 
L 112204,4 hit 
L 1125b8,4 hit 
S 151b68,4 hit 
L 1125bc,4 hit 
S 151b6c,4 hit 
L 1125c0,4 miss eviction 
S 151b70,4 hit 
L 1125c4,4 hit 
S 151b74,4 hit 
S 151f88,4 miss eviction 
S 151f8c,4 hit 
S 151f90,4 hit 
S 151f94,4 hit 
L 1125c8,4 hit 
S 151f98,4 hit 
L 1125cc,4 hit 
S 151f9c,4 hit 
L 1125d0,4 hit 
S 151fa0,4 miss eviction 
L 1125d4,4 hit 
S 151fa4,4 hit 
L 1122dc,4 hit 
S 151c64,4 miss eviction 
L 1122e0,4 miss eviction 
S 151c68,4 hit 
L 1122e4,4 hit 
S 151c6c,4 hit 
L 1122e8,4 hit 
S 151c70,4 hit 
L 1122ec,4 hit 
L 1122f0,4 hit 
L 1122f4,4 hit 
L 1122f8,4 hit 
L 1126ac,4 hit 
S 151c74,4 hit 
L 1126b0,4 hit 
S 151c78,4 hit 
L 1126b4,4 hit 
S 151c7c,4 hit 
L 1126b8,4 hit 
S 151c80,4 miss eviction 
S 152094,4 miss eviction 
S 152098,4 hit 
S 15209c,4 hit 
S 1520a0,4 miss eviction 
L 1126bc,4 hit 
S 1520a4,4 hit 
L 1126c0,4 miss eviction 
S 1520a8,4 hit 
L 1126c4,4 hit 
S 1520ac,4 hit 
L 1126c8,4 hit 
S 1520b0,4 hit 
L 151d74,4 hit 
L 151d78,4 hit 
L 151d7c,4 hit 
L 151e84,4 hit 
L 151e88,4 hit 
L 151f94,4 hit 
L 151e7c,4 hit 
S 151d74,4 hit 
L 151f88,4 hit 
S 151d78,4 hit 
L 152094,4 hit 
S 151d7c,4 hit 
L 151f8c,4 hit 
S 151e84,4 hit 
L 152098,4 hit 
S 151e88,4 hit 
L 15209c,4 hit 
S 151f94,4 hit 
S 151e7c,4 hit 
S 151f88,4 hit 
